country,club,player,playerShort,birthday,height,weight,position,games,victories,ties,defeats,goals,yellowCards,yellowReds,redCards,pos_cat
England,Tottenham Hotspur,Massimo Luongo,massimo-luongo,25.09.1992,176,NA,Defensive Midfielder,70,25,13,32,9,8,0,0,Midfielder
Spain,Levante UD,Massimo Volta,massimo-volta,14.05.1987,184,70,missing,180,67,56,57,9,57,1,2,Missing
England,Chelsea FC,Mata,mata,28.04.1988,170,61,Attacking Midfielder,370,204,77,89,94,31,0,0,Midfielder
France,FC Lorient,Mathias Autret,mathias-autret,01.03.1991,179,NA,missing,97,40,21,36,11,4,0,0,Missing
France,Paris Saint-Germain,Mathieu Bodmer,mathieu-bodmer,22.11.1982,188,76,Defensive Midfielder,370,172,108,90,40,43,0,1,Midfielder
France,FC Lorient,Mathieu Coutadeur,mathieu-coutadeur,20.06.1986,174,66,Defensive Midfielder,196,61,61,74,11,14,1,0,Midfielder
France,Lille OSC,Mathieu Debuchy,mathieu-debuchy,28.07.1985,187,72,missing,337,162,93,82,20,65,4,2,Missing
France,Montpellier HSC,Mathieu Deplagne,mathieu-deplagne,01.10.1991,182,76,missing,28,10,10,8,1,7,0,1,Missing
France,Valenciennes FC,Mathieu Dossevi,mathieu-dossevi,12.02.1988,172,65,Right Midfielder,157,37,42,78,18,5,0,1,Midfielder
France,FC Sochaux,Mathieu Peybernes,mathieu-peybernes,21.10.1990,180,62,Center Back,80,22,21,37,1,9,0,2,Defender
England,Manchester City,Matija Nastasić,matija-nastasic,28.03.1993,187,79,Center Back,99,52,23,24,4,16,0,0,Defender
Germany,Borussia Dortmund,Mats Hummels,mats-hummels,16.12.1988,192,90,Center Back,319,181,74,64,32,36,0,1,Defender
England,Fulham FC,Matthew Briggs,matthew-briggs,09.03.1991,188,84,Left Fullback,59,22,13,24,3,7,0,0,Defender
England,Stoke City,Matthew Etherington,matthew-etherington,14.08.1981,178,67,Left Midfielder,414,163,100,151,35,29,1,1,Midfielder
England,West Ham United,Matthew Jarvis,matthew-jarvis,22.05.1986,173,70,Attacking Midfielder,291,84,71,136,31,7,0,0,Midfielder
England,Everton FC,Matthew Kennedy,matthew-kennedy,01.11.1994,175,72,Right Winger,35,9,11,15,2,3,0,0,Forward
England,Aston Villa,Matthew Lowton,matthew-lowton,09.06.1989,180,78,missing,154,61,30,63,12,22,0,2,Missing
England,West Ham United,Matthew Taylor,matthew-taylor,27.11.1981,178,73,Left Midfielder,435,159,101,175,54,41,0,1,Midfielder
England,Stoke City,Matthew Upson,matthew-upson,18.04.1979,185,72,Center Back,450,181,110,159,18,46,0,2,Defender
England,West Ham United,Matthias Fanimo,matthias-fanimo,28.01.1994,NA,NA,missing,3,1,0,2,0,0,0,0,Missing
Germany,SC Freiburg,Matthias Ginter,matthias-ginter,19.01.1994,188,85,Center Back,133,61,32,40,27,11,0,0,Defender
Germany,1899 Hoffenheim,Matthias Jaissle,matthias-jaissle,05.04.1988,186,83,Center Back,76,40,17,19,3,10,0,0,Defender
Germany,FC Augsburg,Matthias Ostrzolek,matthias-ostrzolek,05.06.1990,178,71,Left Fullback,157,71,34,52,1,25,2,0,Defender
France,Girondins Bordeaux,Matthieu Chalmé,matthieu-chalme,07.10.1980,179,75,Right Fullback,326,147,89,90,4,73,3,4,Defender
Germany,1899 Hoffenheim,Matthieu Delpierre,matthieu-delpierre,26.04.1981,193,86,Center Back,346,143,86,117,9,58,3,3,Defender
France,ESTAC Troyes,Matthieu Dreyer,matthieu-dreyer,20.03.1989,187,78,Goalkeeper,39,15,9,15,0,2,0,0,Defender
France,SC Bastia,Matthieu Sans,matthieu-sans,16.06.1988,191,84,missing,34,16,7,11,0,4,0,0,Missing
France,ESTAC Troyes,Matthieu Saunier,matthieu-saunier,07.02.1990,181,75,missing,70,21,23,26,3,5,0,0,Missing
France,Olympique Marseille,Matthieu Valbuena,matthieu-valbuena,28.09.1984,167,58,Right Midfielder,333,156,83,94,37,35,0,0,Midfielder
Spain,Espanyol Barcelona,Mattioni,mattioni,15.10.1988,180,75,Right Fullback,48,26,10,12,1,8,2,0,Defender
England,Stoke City,Maurice Edu,maurice-edu,18.04.1986,183,85,Defensive Midfielder,217,110,49,58,19,37,2,1,Midfielder
Spain,Real Zaragoza,Maurizio Lanzaro,maurizio-lanzaro,14.03.1982,183,80,missing,230,58,61,111,7,74,7,3,Missing
England,Wigan Athletic,Mauro Boselli,mauro-boselli,22.05.1985,175,73,Center Forward,267,117,74,76,103,16,0,2,Forward
England,Queens Park Rangers,Max Ehmer,max-ehmer,03.02.1992,188,NA,Right Midfielder,82,23,27,32,2,16,0,0,Midfielder
France,AS Saint-Étienne,Max Gradel,max-gradel,30.11.1987,180,70,missing,173,76,48,49,41,19,1,1,Missing
Germany,SpVgg Greuther Fürth,Max Grün,max-gruen,05.04.1987,190,86,Goalkeeper,116,50,32,34,0,1,0,1,Defender
Germany,SC Freiburg,Max Kruse,max-kruse,19.03.1988,180,82,Center Forward,258,116,46,96,57,18,0,0,Forward
Germany,1. FC Nürnberg,Max Nawe,max-nawe,20.01.1995,187,75,missing,13,4,2,7,0,1,0,0,Missing
Germany,1. FSV Mainz 05,Maxim Choupo-Moting,maxim-choupo-moting,23.03.1989,190,84,Center Forward,197,73,50,74,39,7,0,0,Forward
France,FC Lorient,Maxime Baca,maxime-baca,02.06.1983,172,66,Left Fullback,141,48,37,56,0,11,0,1,Defender
France,FC Lorient,Maxime Barthelme,maxime-barthelme,08.09.1988,176,73,Left Midfielder,62,21,17,24,4,2,0,1,Midfielder
France,ESTAC Troyes,Maxime Colin,maxime-colin,15.11.1991,180,NA,Right Fullback,107,33,24,50,0,11,0,0,Defender
France,Olympique Lyon,Maxime Gonalons,maxime-gonalons,10.03.1989,186,76,Defensive Midfielder,192,96,43,53,9,42,3,0,Midfielder
France,Girondins Bordeaux,Maxime Poundje,maxime-poundje,16.08.1992,179,71,missing,29,10,7,12,0,5,0,3,Missing
Germany,VfL Wolfsburg,Maximilian Arnold,maximilian-arnold,27.05.1994,183,74,Attacking Midfielder,104,64,22,18,33,16,0,1,Midfielder
Germany,Hamburger SV,Maximilian Beister,maximilian-beister,06.09.1990,180,81,Right Midfielder,178,85,43,50,60,30,1,1,Midfielder
France,Paris Saint-Germain,Maxwell,maxwell,27.08.1981,175,73,Left Fullback,426,293,82,51,20,26,0,0,Defender
England,Southampton FC,Maya Yoshida,maya-yoshida,24.08.1988,186,78,Center Back,200,78,45,77,16,14,1,1,Defender
England,Wigan Athletic,Maynor Figueroa,maynor-figueroa,02.05.1983,180,85,Left Fullback,316,105,78,133,9,48,1,2,Defender
Spain,Getafe CF,Medhi Lacen,medhi-lacen,15.03.1984,178,71,Defensive Midfielder,227,71,56,100,5,40,2,1,Midfielder
France,Olympique Lyon,Medhi Zeffane,medhi-zeffane,19.05.1992,175,68,Right Fullback,14,8,5,1,0,1,0,0,Defender
England,Newcastle United,Mehdi Abeid,mehdi-abeid,06.08.1992,178,NA,missing,47,24,13,10,9,9,0,0,Missing
France,AC Ajaccio,Mehdi Mostefa,mehdi-mostefa,30.08.1983,181,78,missing,219,57,69,93,13,43,0,2,Missing
Germany,Werder Bremen,Mehmet Ekici,mehmet-ekici,25.03.1990,180,79,Attacking Midfielder,171,67,47,57,31,26,0,0,Midfielder
Germany,SC Freiburg,Mensur Mujdža,mensur-mujdza,28.03.1984,185,77,Right Fullback,143,63,24,56,2,30,0,0,Defender
Germany,SpVgg Greuther Fürth,Mergim Mavraj,mergim-mavraj,09.06.1986,189,84,Center Back,239,88,67,84,8,45,5,0,Defender
Spain,Real Madrid,Mesut Özil,mesut-oezil,15.10.1988,183,76,Attacking Midfielder,418,260,82,76,76,28,0,3,Midfielder
France,Stade Rennes,Mevlüt Erdinç,mevluet-erdinc,25.02.1987,179,69,Center Forward,276,100,78,98,79,17,0,1,Forward
England,Manchester City,Micah Richards,micah-richards,24.06.1988,180,83,Right Fullback,271,137,46,88,12,35,0,0,Defender
England,Manchester United,Michael Carrick,michael-carrick,28.07.1981,186,74,Center Midfielder,611,338,126,147,29,46,1,0,Midfielder
England,Tottenham Hotspur,Michael Dawson,michael-dawson,18.11.1983,188,76,Center Back,415,194,108,113,17,68,1,4,Defender
Spain,Real Madrid,Michael Essien,michael-essien,03.12.1982,177,85,Defensive Midfielder,497,294,101,102,59,90,5,2,Midfielder
England,Queens Park Rangers,Michael Harriman,michael-harriman,23.10.1992,175,NA,missing,62,21,10,31,1,1,0,0,Missing
Germany,SpVgg Greuther Fürth,Michael Hefele,michael-hefele,01.09.1990,192,87,missing,75,26,13,36,1,18,1,0,Missing
England,Leicester City,Michael Keane,michael-keane_2,11.01.1993,188,72,missing,61,26,18,17,7,7,0,0,Missing
England,Stoke City,Michael Kightly,michael-kightly,24.01.1986,175,64,Attacking Midfielder,208,90,58,60,35,23,0,0,Midfielder
Spain,Celta Vigo,Michael Krohn-Dehli,michael-krohn-dehli,06.06.1983,170,70,Attacking Midfielder,312,125,73,114,39,29,1,1,Midfielder
Germany,Hamburger SV,Michael Mancienne,michael-mancienne,08.01.1988,184,74,Center Back,200,71,52,77,0,25,0,1,Defender
England,Stoke City,Michael Owen,michael-owen,14.12.1979,173,70,Center Forward,531,262,128,141,244,13,1,0,Forward
Germany,Bayer Leverkusen,Michael Rensing,michael-rensing,14.05.1984,190,92,Goalkeeper,271,129,65,77,0,19,0,0,Defender
Germany,VfL Wolfsburg,Michael Schulze,michael-schulze,13.01.1989,185,78,Right Fullback,155,71,38,46,9,17,1,0,Defender
England,Leeds United,Michael Tonge,michael-tonge,07.04.1983,183,77,Left Midfielder,389,165,89,135,29,51,0,0,Midfielder
England,Norwich City,Michael Turner,michael-turner,09.11.1983,193,79,Center Back,283,89,80,114,17,42,1,1,Defender
Germany,Bayer Leverkusen,Michal Kadlec,michal-kadlec,13.12.1984,184,76,Left Fullback,249,114,64,71,27,32,1,1,Defender
France,Olympique Lyon,Michel Bastos,michel-bastos,02.08.1983,177,71,Left Midfielder,298,128,87,83,65,27,1,0,Midfielder
Spain,Getafe CF,Míchel,michel_10,08.11.1985,183,72,Defensive Midfielder,130,48,24,58,1,42,1,3,Midfielder
Spain,Levante UD,Míchel,michel_15,29.07.1988,180,73,Center Midfielder,134,60,34,40,20,26,1,1,Midfielder
England,Fulham FC,Mickäel Tavares,mickaeel-tavares,25.10.1982,186,76,Defensive Midfielder,86,33,19,34,2,8,0,0,Midfielder
France,AC Ajaccio,Mickaël Charvet,mickael-charvet,31.03.1988,179,77,missing,4,1,0,3,0,1,0,0,Missing
France,Toulouse FC,Mickaël Firmin,mickael-firmin,21.09.1990,185,72,missing,9,5,1,3,0,0,0,0,Missing
France,Lille OSC,Mickaël Landreau,mickael-landreau,14.05.1979,184,80,Goalkeeper,703,299,192,212,0,13,0,1,Defender
Spain,RCD Mallorca,Mickaël Pereira,mickael-pereira,08.12.1987,177,69,missing,120,37,27,56,9,21,0,0,Missing
France,Stade Reims,Mickaël Tacalfred,mickael-tacalfred,23.04.1981,175,69,missing,170,53,52,65,0,34,2,3,Missing
Spain,CA Osasuna,Miguel Flaño,miguel-flano,19.08.1984,177,72,Center Back,231,75,61,95,9,46,1,3,Defender
Spain,Getafe CF,Miguel Torres,miguel-torres,28.01.1986,184,76,Left Fullback,202,96,37,69,1,41,2,1,Defender
Germany,1. FC Nürnberg,Mike Frantz,mike-frantz,14.10.1986,180,79,Left Midfielder,195,66,51,78,30,16,1,1,Midfielder
Germany,Bor. Mönchengladbach,Mike Hanke,mike-hanke,05.11.1983,185,85,Center Forward,379,149,95,135,92,17,1,2,Forward
England,Wigan Athletic,Mike Pollitt,mike-pollitt,29.02.1972,193,93,Goalkeeper,205,55,50,100,0,5,0,3,Defender
England,Newcastle United,Mike Williamson,mike-williamson,08.11.1983,191,84,missing,172,75,34,63,4,29,0,0,Missing
England,Arsenal FC,Mikel Arteta,mikel-arteta,26.03.1982,176,69,Attacking Midfielder,427,216,99,112,64,66,2,3,Midfielder
Spain,Real Sociedad,Mikel González,mikel-gonzalez,24.09.1985,190,79,Center Back,216,85,61,70,6,52,4,1,Defender
Spain,Granada CF,Mikel Rico,mikel-rico,04.11.1984,178,75,Defensive Midfielder,201,73,54,74,19,33,1,0,Midfielder
England,Reading FC,Mikele Leigertwood,mikele-leigertwood,12.11.1982,186,72,missing,408,151,112,145,26,51,2,2,Missing
Germany,Hamburger SV,Milan Badelj,milan-badelj,25.02.1989,186,76,Center Midfielder,247,135,48,64,33,33,0,0,Midfielder
France,Olympique Lyon,Milan Biševac,milan-bisevac,31.08.1983,185,81,Center Back,282,110,86,86,7,49,2,2,Defender
Germany,FC Augsburg,Milan Petržela,milan-petrzela,19.06.1983,175,65,Right Midfielder,194,98,52,44,30,31,0,1,Midfielder
Germany,SpVgg Greuther Fürth,Milorad Peković,milorad-pekovic,05.08.1977,189,88,Defensive Midfielder,377,143,106,128,17,135,6,2,Midfielder
Spain,Atlético Madrid,Miranda,miranda_2,07.09.1984,186,76,Center Back,326,183,76,67,16,68,4,2,Defender
Germany,Borussia Dortmund,Mitchell Langerak,mitchell-langerak,22.08.1988,192,81,Goalkeeper,60,35,10,15,0,3,0,1,Defender
England,Fulham FC,Mladen Petrić,mladen-petric,01.01.1981,185,81,Center Forward,365,172,84,109,147,21,0,1,Forward
England,West Ham United,Modibo Maïga,modibo-maiga,03.09.1987,185,76,Left Winger,217,64,51,102,50,25,1,2,Forward
France,Valenciennes FC,Mody Traoré,mody-traore,14.07.1980,173,70,missing,112,35,31,46,1,16,0,0,Missing
Germany,FC Augsburg,Mohamed Amsif,mohamed-amsif,07.02.1989,187,89,Goalkeeper,61,14,18,29,0,6,0,0,Defender
France,ESTAC Troyes,Mohamed Camara,mohamed-camara_3,20.09.1990,NA,NA,missing,28,8,7,13,3,1,0,0,Missing
France,Stade Reims,Mohamed Fofana,mohamed-fofana,07.03.1985,180,65,Center Back,147,51,46,50,3,15,0,0,Defender
France,Paris Saint-Germain,Mohamed Sissoko,mohamed-sissoko,22.01.1985,191,81,Defensive Midfielder,319,179,63,77,9,82,6,1,Midfielder
France,ESTAC Troyes,Mohamed Yattara,mohamed-yattara,28.07.1993,184,72,Center Forward,76,24,30,22,20,8,0,0,Forward
Germany,Hannover 96,Mohammed Abdellaoue,mohammed-abdellaoue,23.10.1985,182,82,Center Forward,223,83,44,96,74,8,0,0,Forward
Spain,Rayo Vallecano,Mohammed Abu,mohammed-abu,14.11.1991,180,74,missing,68,31,14,23,3,11,0,0,Missing
France,Évian Thonon Gaillard,Mohammed Rabiu,mohammed-rabiu,31.12.1989,192,80,Defensive Midfielder,97,38,27,32,4,21,0,1,Midfielder
France,Stade Brest,Moise Apanga,moise-apanga,04.02.1982,180,79,missing,99,43,20,36,6,8,0,0,Missing
Spain,Granada CF,Moisés,moises_2,20.02.1981,185,85,Defensive Midfielder,215,84,59,72,7,64,4,1,Midfielder
France,Olympique Marseille,Momar Bangoura,momar-bangoura,24.02.1994,176,65,Defensive Midfielder,2,0,0,2,0,0,0,0,Midfielder
England,West Ham United,Momo Diamé,momo-diame,14.06.1987,181,71,Defensive Midfielder,227,68,66,93,16,34,1,0,Midfielder
Spain,Real Madrid,Morata,morata,23.10.1992,190,82,Center Forward,83,64,11,8,40,14,0,0,Forward
France,Olympique Marseille,Morgan Amalfitano,morgan-amalfitano,20.03.1985,176,68,Right Midfielder,250,85,79,86,20,50,0,1,Midfielder
England,Southampton FC,Morgan Schneiderlin,morgan-schneiderlin,11.08.1989,181,75,missing,227,100,56,71,10,46,0,1,Missing
Germany,Borussia Dortmund,Moritz Leitner,moritz-leitner,08.12.1992,176,66,Attacking Midfielder,138,72,32,34,9,15,1,1,Midfielder
France,Olympique Lyon,Mouhamadou Dabo,mouhamadou-dabo,28.11.1986,176,65,Left Fullback,233,102,56,75,2,31,1,3,Defender
France,ESTAC Troyes,Mounir Obbadi,mounir-obbadi,04.04.1983,172,65,missing,151,67,42,42,15,23,0,0,Missing
England,Tottenham Hotspur,Moussa Dembélé,moussa-dembele,16.07.1987,177,64,Center Midfielder,415,188,94,133,57,34,0,3,Midfielder
France,Toulouse FC,Moussa Sissoko,moussa-sissoko,16.08.1989,187,83,Attacking Midfielder,277,103,73,101,27,39,1,0,Midfielder
Spain,Real Zaragoza,Movilla,movilla,08.02.1975,171,70,Defensive Midfielder,439,165,114,160,13,70,1,2,Midfielder
Spain,Getafe CF,Moyá,moya,02.04.1984,189,82,Goalkeeper,219,78,55,86,0,11,0,2,Defender
Spain,Athletic Bilbao,Muniain,muniain,19.12.1992,169,63,Right Winger,242,116,50,76,36,38,0,1,Forward
Germany,Borussia Dortmund,Mustafa Amini,mustafa-amini,20.04.1993,175,73,Center Midfielder,77,33,22,22,5,12,0,0,Midfielder
Spain,Levante UD,Nabil El Zhar,nabil-el-zhar,27.08.1986,168,67,Right Winger,160,61,37,62,14,24,0,0,Forward
Spain,Real Betis,Nacho,nacho_3,24.06.1980,175,70,Left Midfielder,308,116,75,117,13,58,2,0,Midfielder
Spain,Real Madrid,Nacho,nacho_9,18.01.1990,179,75,Center Back,57,36,11,10,0,11,0,0,Defender
Germany,VfL Wolfsburg,Naldo,naldo_2,10.09.1982,198,89,Center Back,331,167,71,93,46,46,0,2,Defender
Germany,Fortuna Düsseldorf,Nando Rafael,nando-rafael,10.01.1984,180,82,Center Forward,248,109,57,82,66,43,1,1,Forward
England,Manchester United,Nani,nani,17.11.1986,175,66,Right Winger,343,214,64,65,61,27,0,3,Forward
Spain,CA Osasuna,Nano,nano,20.04.1982,186,80,Left Fullback,192,71,42,79,19,31,1,3,Defender
England,Chelsea FC,Nathan Aké,nathan-ake,18.02.1995,180,71,missing,33,23,5,5,3,2,0,0,Missing
England,Aston Villa,Nathan Baker,nathan-baker,23.04.1991,190,81,Left Fullback,102,30,23,49,0,15,0,1,Defender
England,Southampton FC,Nathaniel Clyne,nathaniel-clyne,05.04.1991,175,67,missing,209,71,54,84,3,20,0,0,Missing
Spain,Celta Vigo,Natxo Insa,natxo-insa,09.06.1986,177,70,Attacking Midfielder,162,58,36,68,7,39,0,1,Midfielder
France,OGC Nice,Neal Maupay,neal-maupay,14.08.1996,171,NA,missing,33,15,5,13,7,2,0,0,Missing
England,Queens Park Rangers,Nedum Onuoha,nedum-onuoha,12.11.1986,183,78,Center Back,229,96,57,76,11,8,0,1,Defender
England,Fulham FC,Neil Etheridge,neil-etheridge,07.02.1990,191,NA,Goalkeeper,21,6,4,11,0,0,0,0,Defender
Spain,Deportivo La Coruña,Nélson Oliveira,nelson-oliveira_2,08.08.1991,184,75,Center Forward,136,43,41,52,25,20,1,1,Forward
Spain,Valencia CF,Nelson Valdez,nelson-valdez,28.11.1983,178,73,Center Forward,461,209,107,145,113,75,1,2,Forward
Spain,Real Betis,Nélson,nelson_4,10.06.1983,171,65,Right Fullback,213,84,59,70,4,22,1,2,Defender
France,OGC Nice,Nemanja Pejčinović,nemanja-pejcinovic,04.11.1987,185,84,Center Back,132,44,34,54,7,18,0,1,Defender
England,Manchester United,Nemanja Vidić,nemanja-vidic,21.10.1981,188,82,Center Back,367,237,64,66,26,71,5,4,Defender
France,Paris Saint-Germain,Nenê,nene_2,19.07.1981,181,70,Left Midfielder,335,132,86,117,90,41,1,1,Midfielder
Germany,Borussia Dortmund,Neven Subotić,neven-subotic,10.12.1988,193,88,Center Back,300,169,66,65,24,32,1,1,Defender
England,Reading FC,Nicholas Bignall,nicholas-bignall,11.07.1990,177,81,missing,34,12,6,16,4,0,0,0,Missing
England,Manchester United,Nick Powell,nick-powell,23.03.1994,183,65,missing,115,47,27,41,29,8,0,1,Missing
Spain,Rayo Vallecano,Nicki Bille Nielsen,nicki-bille-nielsen,07.02.1988,183,75,Center Forward,180,69,31,80,37,31,1,0,Forward
England,Reading FC,Nicky Shorey,nicky-shorey,19.02.1981,175,67,Left Fullback,433,183,103,147,14,25,0,2,Defender
Germany,Werder Bremen,Niclas Füllkrug,niclas-fuellkrug,09.02.1993,188,78,Center Forward,106,38,24,44,36,4,0,0,Forward
Germany,Bor. Mönchengladbach,Nico Brandenburger,nico-brandenburger,17.01.1995,179,77,missing,61,29,17,15,7,5,0,1,Missing
England,Arsenal FC (R),Nico Yennaris,nico-yennaris,24.05.1993,174,65,Defensive Midfielder,14,6,5,3,0,1,0,0,Midfielder
Germany,1. FSV Mainz 05,Nicolai Müller,nicolai-mueller,25.09.1987,173,66,Left Winger,250,101,66,83,59,43,0,0,Forward
France,Paris Saint-Germain,Nicolas Douchez,nicolas-douchez,22.04.1980,185,77,Goalkeeper,228,83,69,76,0,4,0,2,Defender
France,Stade Reims,Nicolas Fauvergue,nicolas-fauvergue,13.10.1984,191,81,Center Forward,254,89,92,73,56,49,0,0,Forward
France,Valenciennes FC,Nicolas Isimat-Mirin,nicolas-isimat-mirin,15.11.1991,187,83,Center Back,83,27,19,37,1,8,1,1,Defender
France,Girondins Bordeaux,Nicolas Maurice-Belay,nicolas-maurice-belay,19.04.1985,182,76,Left Winger,287,101,84,102,11,25,2,0,Forward
France,Olympique Marseille,Nicolas N'Koulou,nicolas-nkoulou,27.03.1990,180,77,Center Back,240,93,68,79,3,32,0,1,Defender
France,Valenciennes FC,Nicolas Penneteau,nicolas-penneteau,20.02.1981,185,78,Goalkeeper,408,116,116,176,0,12,0,4,Defender
England,Everton FC,Nikica Jelavić,nikica-jelavic,27.08.1985,186,84,Center Forward,282,144,71,67,109,32,1,0,Forward
Germany,1. FSV Mainz 05,Nikita Rukavytsya,nikita-rukavytsya,22.06.1987,183,74,Left Winger,168,62,46,60,31,3,0,0,Forward
Germany,Bor. Mönchengladbach,Niklas Bolten,niklas-bolten,29.03.1994,191,NA,Goalkeeper,22,13,5,4,0,0,0,1,Defender
Germany,Bor. Mönchengladbach,Niklas Dams,niklas-dams,28.05.1990,185,77,Center Back,145,71,33,41,10,6,0,0,Defender
Germany,Bayer Leverkusen,Niklas Lomb,niklas-lomb,28.07.1993,188,84,Goalkeeper,87,41,21,25,0,1,0,0,Defender
Germany,1. FSV Mainz 05,Niko Bungert,niko-bungert,24.10.1986,188,75,Center Back,206,90,49,67,11,26,1,1,Defender
Germany,Hannover 96,Niko Gießelmann,niko-giesselmann,26.09.1991,181,73,Left Midfielder,153,75,30,48,22,19,0,1,Midfielder
Germany,1. FSV Mainz 05,Nikolče Noveski,nikolce-noveski,28.04.1979,190,87,Center Back,497,192,125,180,29,67,2,2,Defender
Spain,Levante UD,Nikos Karabelas,nikos-karabelas,20.12.1984,180,72,Left Fullback,156,69,40,47,1,37,2,1,Defender
Germany,Fortuna Düsseldorf,Nikos Papadopoulos,nikos-papadopoulos,11.04.1990,190,82,Goalkeeper,15,3,2,10,0,0,0,0,Defender
England,Newcastle United,Nile Ranger,nile-ranger,11.04.1991,188,77,Center Forward,106,51,23,32,15,7,0,0,Forward
Germany,Werder Bremen,Nils Petersen,nils-petersen,06.12.1988,188,80,Center Forward,223,85,52,86,80,16,0,0,Forward
Spain,CA Osasuna,Nino,nino,10.06.1980,169,68,Center Forward,204,62,58,84,70,16,0,0,Forward
Germany,1. FC Nürnberg,Noah Korczowski,noah-korczowski,08.01.1994,185,80,Center Back,95,56,15,24,3,15,0,0,Defender
England,Reading FC,Noel Hunt,noel-hunt,26.12.1982,173,72,missing,321,114,84,123,70,41,1,1,Missing
France,Lille OSC,Nolan Roux,nolan-roux,01.03.1988,182,78,Center Forward,169,75,52,42,47,26,1,0,Forward
Spain,Real Betis,Nono,nono,30.03.1993,178,72,Center Midfielder,56,18,15,23,0,18,1,0,Midfielder
France,SC Bastia,Novaes,novaes,30.03.1983,184,79,Goalkeeper,120,44,24,52,0,5,0,0,Defender
England,Liverpool FC,Nuri Şahin,nuri-sahin,05.09.1988,179,65,Center Midfielder,316,176,65,75,38,26,1,0,Midfielder
Spain,Levante UD,Obafemi Martins,obafemi-martins,28.10.1984,176,67,Center Forward,374,164,97,113,125,20,0,1,Forward
France,Stade Reims,Odaïr Fortes,odair-fortes,31.03.1987,182,70,missing,142,40,49,53,15,13,1,1,Missing
Spain,Granada CF,Odion Ighalo,odion-ighalo,16.06.1989,188,70,Center Forward,127,42,23,62,27,17,1,0,Forward
Germany,Bayer Leverkusen,Ömer Toprak,oemer-toprak,21.07.1989,186,83,Center Back,229,125,35,69,11,39,1,2,Defender
Germany,Werder Bremen,Özkan Yildirim,oezkan-yildirim,10.04.1993,172,76,Attacking Midfielder,59,26,14,19,12,4,0,1,Midfielder
Spain,Málaga CF,Oguchi Onyewu,oguchi-onyewu,13.05.1982,194,95,Center Back,331,176,74,81,26,54,5,3,Defender
Spain,CA Osasuna,Oier,oier_2,25.05.1986,178,66,Right Fullback,120,44,28,48,2,27,0,0,Defender
Germany,Eintracht Frankfurt,Oka Nikolov,oka-nikolov,25.05.1974,187,86,Goalkeeper,414,165,103,146,0,11,0,0,Defender
Germany,SC Freiburg,Oliver Baumann,oliver-baumann,02.06.1990,187,80,Goalkeeper,214,91,51,72,0,1,0,0,Defender
